image_id,source_dataset,orig_relpath,class_label,product_identity,case_id,source_organization,redistributable,panel_composite,label_crop,min_hamming_distance_to_existing_pool
split_e_HV_000371_x36,WHO regulatory alert,split_e_harvested/HV_000371_x36.png,counterfeit,case_ALERT_0045,https://www.who.int/news/item/27-11-2017-medical-product-alert-n-4-2017--falsified-penicillin-v,WHO,False,no,no,14
split_e_HV_000371_x37,WHO regulatory alert,split_e_harvested/HV_000371_x37.png,counterfeit,case_ALERT_0045,https://www.who.int/news/item/27-11-2017-medical-product-alert-n-4-2017--falsified-penicillin-v,WHO,False,no,yes,16
split_e_HV_000371_x38,WHO regulatory alert,split_e_harvested/HV_000371_x38.png,counterfeit,case_ALERT_0045,https://www.who.int/news/item/27-11-2017-medical-product-alert-n-4-2017--falsified-penicillin-v,WHO,False,no,yes,12
split_e_HV_000371_x39,WHO regulatory alert,split_e_harvested/HV_000371_x39.png,counterfeit,case_ALERT_0045,https://www.who.int/news/item/27-11-2017-medical-product-alert-n-4-2017--falsified-penicillin-v,WHO,False,no,no,16
split_e_HV_000381_x47,WHO regulatory alert,split_e_harvested/HV_000381_x47.png,counterfeit,case_ALERT_0046,https://www.who.int/news/item/31-08-2021-medical-product-alert-n-5-2021-falsified-covishield-vaccine,WHO,False,yes,no,18
split_e_HV_000381_x51,WHO regulatory alert,split_e_harvested/HV_000381_x51.png,counterfeit,case_ALERT_0046,https://www.who.int/news/item/31-08-2021-medical-product-alert-n-5-2021-falsified-covishield-vaccine,WHO,False,yes,no,16
split_e_PC_000001,FDA regulatory alert,split_e_regulatory/PC_000001.png,counterfeit,case_CASE_0001,CASE_0001,FDA,True,no,no,14
split_e_PC_000002,FDA regulatory alert,split_e_regulatory/PC_000002.png,counterfeit,case_CASE_0001,CASE_0001,FDA,True,yes,yes,16
split_e_PC_000003,FDA regulatory alert,split_e_regulatory/PC_000003.png,counterfeit,case_CASE_0001,CASE_0001,FDA,True,yes,no,18
split_e_PC_000004,FDA regulatory alert,split_e_regulatory/PC_000004.png,counterfeit,case_CASE_0001,CASE_0001,FDA,True,no,no,16
split_e_PC_000005,FDA regulatory alert,split_e_regulatory/PC_000005.png,counterfeit,case_CASE_0001,CASE_0001,FDA,True,no,no,14
split_e_PC_000006,FDA regulatory alert,split_e_regulatory/PC_000006.png,counterfeit,case_CASE_0001,CASE_0001,FDA,True,no,no,18
split_e_PC_000016,FDA regulatory alert,split_e_regulatory/PC_000016.png,counterfeit,case_CASE_0002,CASE_0002,FDA,True,no,no,16
split_e_PC_000017,FDA regulatory alert,split_e_regulatory/PC_000017.jpg,counterfeit,case_CASE_0002,CASE_0002,FDA,True,no,no,16
split_e_PC_000018,FDA regulatory alert,split_e_regulatory/PC_000018.png,counterfeit,case_CASE_0002,CASE_0002,FDA,True,no,no,16
split_e_PC_000019,FDA regulatory alert,split_e_regulatory/PC_000019.png,counterfeit,case_CASE_0002,CASE_0002,FDA,True,no,yes,20
split_e_PC_000020,WHO regulatory alert,split_e_regulatory/PC_000020.jpg,counterfeit,case_CASE_0003,CASE_0003,WHO,False,no,no,16
split_e_PC_000021,WHO regulatory alert,split_e_regulatory/PC_000021.jpg,counterfeit,case_CASE_0003,CASE_0003,WHO,False,no,no,16
split_e_PC_000022,WHO regulatory alert,split_e_regulatory/PC_000022.jpg,counterfeit,case_CASE_0003,CASE_0003,WHO,False,no,no,18
split_e_PC_000023,WHO regulatory alert,split_e_regulatory/PC_000023.jpg,counterfeit,case_CASE_0003,CASE_0003,WHO,False,no,no,20
split_e_PC_000024,WHO regulatory alert,split_e_regulatory/PC_000024.jpg,counterfeit,case_CASE_0004,CASE_0004,WHO,False,no,no,18
split_e_PC_000025,WHO regulatory alert,split_e_regulatory/PC_000025.jpg,counterfeit,case_CASE_0004,CASE_0004,WHO,False,no,no,18
split_e_PC_000026,WHO regulatory alert,split_e_regulatory/PC_000026.jpg,counterfeit,case_CASE_0004,CASE_0004,WHO,False,no,no,10
split_e_PC_000027,WHO regulatory alert,split_e_regulatory/PC_000027.jpg,counterfeit,case_CASE_0004,CASE_0004,WHO,False,no,no,16
split_e_PC_000028,WHO regulatory alert,split_e_regulatory/PC_000028.jpg,counterfeit,case_CASE_0005,CASE_0005,WHO,False,no,no,16
split_e_PC_000029,WHO regulatory alert,split_e_regulatory/PC_000029.jpg,counterfeit,case_CASE_0005,CASE_0005,WHO,False,no,no,16
split_e_PC_000030,WHO regulatory alert,split_e_regulatory/PC_000030.jpg,counterfeit,case_CASE_0005,CASE_0005,WHO,False,yes,no,18
split_e_PC_000031,WHO regulatory alert,split_e_regulatory/PC_000031.jpg,counterfeit,case_CASE_0005,CASE_0005,WHO,False,no,no,18
split_e_PC_000032,WHO regulatory alert,split_e_regulatory/PC_000032.jpg,counterfeit,case_CASE_0005,CASE_0005,WHO,False,no,no,18
split_e_PC_000041,WHO regulatory alert,split_e_regulatory/PC_000041.jpg,counterfeit,case_CASE_0008,CASE_0008,WHO,False,yes,no,18
split_e_PC_000042,WHO regulatory alert,split_e_regulatory/PC_000042.jpg,counterfeit,case_CASE_0008,CASE_0008,WHO,False,yes,no,14
split_e_PC_000045,WHO regulatory alert,split_e_regulatory/PC_000045.jpg,counterfeit,case_CASE_0010,CASE_0010,WHO,False,yes,no,10
split_e_PC_000046,WHO regulatory alert,split_e_regulatory/PC_000046.jpg,counterfeit,case_CASE_0010,CASE_0010,WHO,False,no,no,18
split_e_PC_000047,WHO regulatory alert,split_e_regulatory/PC_000047.jpg,counterfeit,case_CASE_0010,CASE_0010,WHO,False,no,no,18
split_e_PC_000056,WHO regulatory alert,split_e_regulatory/PC_000056.png,counterfeit,case_CASE_0020,CASE_0020,WHO,False,yes,no,18
